"","model_label","Model_Code","refLabel","refPercent","BpS_Name","OID_","Value","Count","Feature_hoos2","bps_aoi","scls_aoi","MAP_UNIT_SYMBOL","BPS_NAME","total_count","currentPercent"
"411","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",158,158,841,2,2084,7,"223Ba02","Central Interior and Appalachian Floodplain Systems",11482,7
"412","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",264,264,1168,5,2084,7,"223De01","Central Interior and Appalachian Floodplain Systems",13977,8
"413","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",294,294,69,7,2084,7,"223De03","Central Interior and Appalachian Floodplain Systems",1693,4
"414","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",361,361,55,6,2084,7,"223De02","Central Interior and Appalachian Floodplain Systems",1500,3
"415","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",407,407,181,8,2084,7,"223De04","Central Interior and Appalachian Floodplain Systems",5625,3
"416","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",452,452,805,9,2084,7,"223De05","Central Interior and Appalachian Floodplain Systems",9630,8
"417","14710_47_48_53_54_57_59_60_61_63_UE","14710_47_48_53_54_57_59_60_61_63","UE",0,"Central Interior and Appalachian Floodplain Systems",494,494,1140,10,2084,7,"223De06","Central Interior and Appalachian Floodplain Systems",15025,7
"418","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",36,36,428,1,2085,1,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,2
"419","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",85,85,8,3,2085,1,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,0
"420","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",117,117,42,4,2085,1,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,0
"421","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",185,185,6,2,2085,1,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,0
"422","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",261,261,521,5,2085,1,"223De01","Central Interior and Appalachian Riparian Systems",40473,1
"423","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",356,356,14,6,2085,1,"223De02","Central Interior and Appalachian Riparian Systems",4350,0
"424","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",363,363,56,7,2085,1,"223De03","Central Interior and Appalachian Riparian Systems",5288,1
"425","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",405,405,69,8,2085,1,"223De04","Central Interior and Appalachian Riparian Systems",12016,0
"426","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",465,465,67,9,2085,1,"223De05","Central Interior and Appalachian Riparian Systems",12939,0
"427","14720_44_46_47_48_A","14720_44_46_47_48","A",17,"Central Interior and Appalachian Riparian Systems",507,507,89,10,2085,1,"223De06","Central Interior and Appalachian Riparian Systems",8749,1
"428","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",8,8,13104,1,2085,2,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,64
"429","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",48,48,2667,3,2085,2,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,59
"430","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",131,131,3954,4,2085,2,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,74
"431","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",142,142,4725,2,2085,2,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,63
"432","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",247,247,20376,5,2085,2,"223De01","Central Interior and Appalachian Riparian Systems",40473,50
"433","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",288,288,3011,7,2085,2,"223De03","Central Interior and Appalachian Riparian Systems",5288,56
"434","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",327,327,2191,6,2085,2,"223De02","Central Interior and Appalachian Riparian Systems",4350,50
"435","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",390,390,7212,8,2085,2,"223De04","Central Interior and Appalachian Riparian Systems",12016,60
"436","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",440,440,5499,9,2085,2,"223De05","Central Interior and Appalachian Riparian Systems",12939,42
"437","14720_44_46_47_48_B","14720_44_46_47_48","B",23,"Central Interior and Appalachian Riparian Systems",492,492,4441,10,2085,2,"223De06","Central Interior and Appalachian Riparian Systems",8749,50
"438","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",16,16,2521,1,2085,3,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,12
"439","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",53,53,406,3,2085,3,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,9
"440","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",130,130,324,4,2085,3,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,6
"441","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",151,151,642,2,2085,3,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,8
"442","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",255,255,4637,5,2085,3,"223De01","Central Interior and Appalachian Riparian Systems",40473,11
"443","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",290,290,561,7,2085,3,"223De03","Central Interior and Appalachian Riparian Systems",5288,10
"444","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",347,347,294,6,2085,3,"223De02","Central Interior and Appalachian Riparian Systems",4350,6
"445","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",395,395,2193,8,2085,3,"223De04","Central Interior and Appalachian Riparian Systems",12016,18
"446","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",443,443,1655,9,2085,3,"223De05","Central Interior and Appalachian Riparian Systems",12939,12
"447","14720_44_46_47_48_C","14720_44_46_47_48","C",13,"Central Interior and Appalachian Riparian Systems",506,506,1120,10,2085,3,"223De06","Central Interior and Appalachian Riparian Systems",8749,12
"448","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",97,97,1,1,2085,4,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,0
"449","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",168,168,1,3,2085,4,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,0
"450","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",225,225,1,4,2085,4,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,0
"451","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",381,381,7,5,2085,4,"223De01","Central Interior and Appalachian Riparian Systems",40473,0
"452","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",385,385,1,6,2085,4,"223De02","Central Interior and Appalachian Riparian Systems",4350,0
"453","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",430,430,1,8,2085,4,"223De04","Central Interior and Appalachian Riparian Systems",12016,0
"454","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",474,474,4,9,2085,4,"223De05","Central Interior and Appalachian Riparian Systems",12939,0
"455","14720_44_46_47_48_D","14720_44_46_47_48","D",38,"Central Interior and Appalachian Riparian Systems",528,528,2,10,2085,4,"223De06","Central Interior and Appalachian Riparian Systems",8749,0
"456","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",18,18,368,1,2085,5,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,1
"457","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",77,77,65,3,2085,5,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,1
"458","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",175,175,156,4,2085,5,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,2
"459","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",180,180,95,2,2085,5,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,1
"460","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",275,275,136,5,2085,5,"223De01","Central Interior and Appalachian Riparian Systems",40473,0
"461","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",319,319,27,7,2085,5,"223De03","Central Interior and Appalachian Riparian Systems",5288,0
"462","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",332,332,31,6,2085,5,"223De02","Central Interior and Appalachian Riparian Systems",4350,0
"463","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",424,424,22,8,2085,5,"223De04","Central Interior and Appalachian Riparian Systems",12016,0
"464","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",449,449,19,9,2085,5,"223De05","Central Interior and Appalachian Riparian Systems",12939,0
"465","14720_44_46_47_48_E","14720_44_46_47_48","E",9,"Central Interior and Appalachian Riparian Systems",512,512,3,10,2085,5,"223De06","Central Interior and Appalachian Riparian Systems",8749,0
"466","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",15,15,1992,1,2085,180,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,9
"467","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",49,49,601,3,2085,180,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,13
"468","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",143,143,311,4,2085,180,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,5
"469","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",147,147,996,2,2085,180,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,13
"470","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",257,257,9389,5,2085,180,"223De01","Central Interior and Appalachian Riparian Systems",40473,23
"471","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",295,295,1185,7,2085,180,"223De03","Central Interior and Appalachian Riparian Systems",5288,22
"472","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",349,349,1236,6,2085,180,"223De02","Central Interior and Appalachian Riparian Systems",4350,28
"473","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",408,408,1257,8,2085,180,"223De04","Central Interior and Appalachian Riparian Systems",12016,10
"474","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",458,458,3535,9,2085,180,"223De05","Central Interior and Appalachian Riparian Systems",12939,27
"475","14720_44_46_47_48_Agriculture","14720_44_46_47_48","Agriculture",0,"Central Interior and Appalachian Riparian Systems",515,515,1700,10,2085,180,"223De06","Central Interior and Appalachian Riparian Systems",8749,19
"476","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",29,29,726,1,2085,120,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,3
"477","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",70,70,211,3,2085,120,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,4
"478","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",111,111,288,4,2085,120,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,5
"479","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",144,144,469,2,2085,120,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,6
"480","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",259,259,2731,5,2085,120,"223De01","Central Interior and Appalachian Riparian Systems",40473,6
"481","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",305,305,234,7,2085,120,"223De03","Central Interior and Appalachian Riparian Systems",5288,4
"482","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",342,342,372,6,2085,120,"223De02","Central Interior and Appalachian Riparian Systems",4350,8
"483","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",418,418,706,8,2085,120,"223De04","Central Interior and Appalachian Riparian Systems",12016,5
"484","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",454,454,918,9,2085,120,"223De05","Central Interior and Appalachian Riparian Systems",12939,7
"485","14720_44_46_47_48_Developed","14720_44_46_47_48","Developed",0,"Central Interior and Appalachian Riparian Systems",514,514,379,10,2085,120,"223De06","Central Interior and Appalachian Riparian Systems",8749,4
"486","14720_44_46_47_48_Water","14720_44_46_47_48","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","14720_44_46_47_48_UN","14720_44_46_47_48","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",17,17,1257,1,2085,7,"223Ba01","Central Interior and Appalachian Riparian Systems",20397,6
"489","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",51,51,490,3,2085,7,"223Ba03","Central Interior and Appalachian Riparian Systems",4449,11
"490","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",118,118,266,4,2085,7,"223Ba04","Central Interior and Appalachian Riparian Systems",5342,4
"491","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",146,146,553,2,2085,7,"223Ba02","Central Interior and Appalachian Riparian Systems",7486,7
"492","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",260,260,2676,5,2085,7,"223De01","Central Interior and Appalachian Riparian Systems",40473,6
"493","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",292,292,214,7,2085,7,"223De03","Central Interior and Appalachian Riparian Systems",5288,4
"494","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",336,336,211,6,2085,7,"223De02","Central Interior and Appalachian Riparian Systems",4350,4
"495","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",411,411,556,8,2085,7,"223De04","Central Interior and Appalachian Riparian Systems",12016,4
"496","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",450,450,1242,9,2085,7,"223De05","Central Interior and Appalachian Riparian Systems",12939,9
"497","14720_44_46_47_48_UE","14720_44_46_47_48","UE",0,"Central Interior and Appalachian Riparian Systems",502,502,1015,10,2085,7,"223De06","Central Interior and Appalachian Riparian Systems",8749,11
"498","14790_41_42_47_48_50_51_53_A","14790_41_42_47_48_50_51_53","A",24,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",67,67,7,1,2088,2,"223Ba01","Central Interior and Appalachian Swamp Systems",3570,0
"500","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",134,134,1,3,2088,2,"223Ba03","Central Interior and Appalachian Swamp Systems",381,0
"501","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",263,263,42,5,2088,2,"223De01","Central Interior and Appalachian Swamp Systems",12003,0
"502","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",318,318,1,7,2088,2,"223De03","Central Interior and Appalachian Swamp Systems",1233,0
"503","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",461,461,8,8,2088,2,"223De04","Central Interior and Appalachian Swamp Systems",2871,0
"504","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",468,468,7,9,2088,2,"223De05","Central Interior and Appalachian Swamp Systems",2623,0
"505","14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems",508,508,22,10,2088,2,"223De06","Central Interior and Appalachian Swamp Systems",5223,0
"506","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",9,9,2527,1,2088,3,"223Ba01","Central Interior and Appalachian Swamp Systems",3570,70
"507","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",64,64,218,3,2088,3,"223Ba03","Central Interior and Appalachian Swamp Systems",381,57
"508","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",129,129,1108,4,2088,3,"223Ba04","Central Interior and Appalachian Swamp Systems",1486,74
"509","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",157,157,1444,2,2088,3,"223Ba02","Central Interior and Appalachian Swamp Systems",2543,56
"510","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",238,238,8880,5,2088,3,"223De01","Central Interior and Appalachian Swamp Systems",12003,73
"511","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",285,285,1041,7,2088,3,"223De03","Central Interior and Appalachian Swamp Systems",1233,84
"512","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",329,329,404,6,2088,3,"223De02","Central Interior and Appalachian Swamp Systems",680,59
"513","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",394,394,1933,8,2088,3,"223De04","Central Interior and Appalachian Swamp Systems",2871,67
"514","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",441,441,1219,9,2088,3,"223De05","Central Interior and Appalachian Swamp Systems",2623,46
"515","14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems",489,489,3436,10,2088,3,"223De06","Central Interior and Appalachian Swamp Systems",5223,65
"516","14790_41_42_47_48_50_51_53_D","14790_41_42_47_48_50_51_53","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","14790_41_42_47_48_50_51_53_E","14790_41_42_47_48_50_51_53","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",21,21,198,1,2088,180,"223Ba01","Central Interior and Appalachian Swamp Systems",3570,5
"519","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",88,88,67,3,2088,180,"223Ba03","Central Interior and Appalachian Swamp Systems",381,17
"520","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",138,138,44,4,2088,180,"223Ba04","Central Interior and Appalachian Swamp Systems",1486,2
"521","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",202,202,642,2,2088,180,"223Ba02","Central Interior and Appalachian Swamp Systems",2543,25
"522","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",253,253,1321,5,2088,180,"223De01","Central Interior and Appalachian Swamp Systems",12003,11
"523","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",300,300,101,7,2088,180,"223De03","Central Interior and Appalachian Swamp Systems",1233,8
"524","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",334,334,150,6,2088,180,"223De02","Central Interior and Appalachian Swamp Systems",680,22
"525","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",401,401,437,8,2088,180,"223De04","Central Interior and Appalachian Swamp Systems",2871,15
"526","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",460,460,761,9,2088,180,"223De05","Central Interior and Appalachian Swamp Systems",2623,29
"527","14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",495,495,812,10,2088,180,"223De06","Central Interior and Appalachian Swamp Systems",5223,15
"528","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",23,23,266,1,2088,120,"223Ba01","Central Interior and Appalachian Swamp Systems",3570,7
"529","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",89,89,34,3,2088,120,"223Ba03","Central Interior and Appalachian Swamp Systems",381,8
"530","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",106,106,82,4,2088,120,"223Ba04","Central Interior and Appalachian Swamp Systems",1486,5
"531","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",178,178,199,2,2088,120,"223Ba02","Central Interior and Appalachian Swamp Systems",2543,7
"532","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",266,266,663,5,2088,120,"223De01","Central Interior and Appalachian Swamp Systems",12003,5
"533","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",304,304,48,7,2088,120,"223De03","Central Interior and Appalachian Swamp Systems",1233,3
"534","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",345,345,60,6,2088,120,"223De02","Central Interior and Appalachian Swamp Systems",680,8
"535","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",417,417,189,8,2088,120,"223De04","Central Interior and Appalachian Swamp Systems",2871,6
"536","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",459,459,165,9,2088,120,"223De05","Central Interior and Appalachian Swamp Systems",2623,6
"537","14790_41_42_47_48_50_51_53_Developed","14790_41_42_47_48_50_51_53","Developed",0,"Central Interior and Appalachian Swamp Systems",497,497,294,10,2088,120,"223De06","Central Interior and Appalachian Swamp Systems",5223,5
"538","14790_41_42_47_48_50_51_53_Water","14790_41_42_47_48_50_51_53","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",61,61,257,1,2088,6,"223Ba01","Central Interior and Appalachian Swamp Systems",3570,7
"540","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",112,112,135,4,2088,6,"223Ba04","Central Interior and Appalachian Swamp Systems",1486,9
"541","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",174,174,2,3,2088,6,"223Ba03","Central Interior and Appalachian Swamp Systems",381,0
"542","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",221,221,24,2,2088,6,"223Ba02","Central Interior and Appalachian Swamp Systems",2543,0
"543","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",237,237,127,5,2088,6,"223De01","Central Interior and Appalachian Swamp Systems",12003,1
"544","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",306,306,5,7,2088,6,"223De03","Central Interior and Appalachian Swamp Systems",1233,0
"545","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",338,338,2,6,2088,6,"223De02","Central Interior and Appalachian Swamp Systems",680,0
"546","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",427,427,42,8,2088,6,"223De04","Central Interior and Appalachian Swamp Systems",2871,1
"547","14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",470,470,67,9,2088,6,"223De05","Central Interior and Appalachian Swamp Systems",2623,2
