"","model_label","Model_Code","refLabel","refPercent","BpS_Name","OID_","Value","Count","Feature_hoos2","bps_aoi","scls_aoi","MAP_UNIT_SYMBOL","BPS_NAME","total_count","currentPercent"
"137","13210_47_48_53_57_A","13210_47_48_53_57","A",2,"South-Central Interior Mesophytic Forest",503,503,88,10,2072,1,"223De06","South-Central Interior Mesophytic Forest",81174,0
"138","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",1,1,103508,1,2072,2,"223Ba01","South-Central Interior Mesophytic Forest",115422,89
"139","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",45,45,22988,3,2072,2,"223Ba03","South-Central Interior Mesophytic Forest",33628,68
"140","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",115,115,46169,4,2072,2,"223Ba04","South-Central Interior Mesophytic Forest",55008,83
"141","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",149,149,59977,2,2072,2,"223Ba02","South-Central Interior Mesophytic Forest",71316,84
"142","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",235,235,300563,5,2072,2,"223De01","South-Central Interior Mesophytic Forest",386959,77
"143","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",276,276,37678,7,2072,2,"223De03","South-Central Interior Mesophytic Forest",42969,87
"144","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",322,322,22296,6,2072,2,"223De02","South-Central Interior Mesophytic Forest",27375,81
"145","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",392,392,67957,8,2072,2,"223De04","South-Central Interior Mesophytic Forest",88127,77
"146","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",434,434,81295,9,2072,2,"223De05","South-Central Interior Mesophytic Forest",117298,69
"147","13210_47_48_53_57_B","13210_47_48_53_57","B",11,"South-Central Interior Mesophytic Forest",487,487,62163,10,2072,2,"223De06","South-Central Interior Mesophytic Forest",81174,76
"148","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",4,4,3769,1,2072,3,"223Ba01","South-Central Interior Mesophytic Forest",115422,3
"149","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",58,58,363,3,2072,3,"223Ba03","South-Central Interior Mesophytic Forest",33628,1
"150","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",119,119,1565,4,2072,3,"223Ba04","South-Central Interior Mesophytic Forest",55008,2
"151","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",153,153,1551,2,2072,3,"223Ba02","South-Central Interior Mesophytic Forest",71316,2
"152","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",248,248,3214,5,2072,3,"223De01","South-Central Interior Mesophytic Forest",386959,0
"153","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",283,283,484,7,2072,3,"223De03","South-Central Interior Mesophytic Forest",42969,1
"154","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",324,324,450,6,2072,3,"223De02","South-Central Interior Mesophytic Forest",27375,1
"155","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",396,396,511,8,2072,3,"223De04","South-Central Interior Mesophytic Forest",88127,0
"156","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",436,436,396,9,2072,3,"223De05","South-Central Interior Mesophytic Forest",117298,0
"157","13210_47_48_53_57_C","13210_47_48_53_57","C",32,"South-Central Interior Mesophytic Forest",516,516,187,10,2072,3,"223De06","South-Central Interior Mesophytic Forest",81174,0
"158","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",57,57,3,1,2072,4,"223Ba01","South-Central Interior Mesophytic Forest",115422,0
"159","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",223,223,1,4,2072,4,"223Ba04","South-Central Interior Mesophytic Forest",55008,0
"160","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",224,224,3,2,2072,4,"223Ba02","South-Central Interior Mesophytic Forest",71316,0
"161","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",302,302,16,5,2072,4,"223De01","South-Central Interior Mesophytic Forest",386959,0
"162","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",337,337,1,6,2072,4,"223De02","South-Central Interior Mesophytic Forest",27375,0
"163","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",376,376,1,7,2072,4,"223De03","South-Central Interior Mesophytic Forest",42969,0
"164","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",422,422,6,8,2072,4,"223De04","South-Central Interior Mesophytic Forest",88127,0
"165","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",466,466,24,9,2072,4,"223De05","South-Central Interior Mesophytic Forest",117298,0
"166","13210_47_48_53_57_D","13210_47_48_53_57","D",55,"South-Central Interior Mesophytic Forest",527,527,4,10,2072,4,"223De06","South-Central Interior Mesophytic Forest",81174,0
"167","13210_47_48_53_57_E","13210_47_48_53_57","E",NA,"South-Central Interior Mesophytic Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",26,26,1580,1,2072,180,"223Ba01","South-Central Interior Mesophytic Forest",115422,1
"169","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",54,54,3834,3,2072,180,"223Ba03","South-Central Interior Mesophytic Forest",33628,11
"170","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",140,140,1747,4,2072,180,"223Ba04","South-Central Interior Mesophytic Forest",55008,3
"171","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",148,148,4072,2,2072,180,"223Ba02","South-Central Interior Mesophytic Forest",71316,5
"172","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",240,240,38170,5,2072,180,"223De01","South-Central Interior Mesophytic Forest",386959,9
"173","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",280,280,2124,7,2072,180,"223De03","South-Central Interior Mesophytic Forest",42969,4
"174","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",323,323,2578,6,2072,180,"223De02","South-Central Interior Mesophytic Forest",27375,9
"175","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",409,409,9989,8,2072,180,"223De04","South-Central Interior Mesophytic Forest",88127,11
"176","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",431,431,20528,9,2072,180,"223De05","South-Central Interior Mesophytic Forest",117298,17
"177","13210_47_48_53_57_Agriculture","13210_47_48_53_57","Agriculture",0,"South-Central Interior Mesophytic Forest",484,484,10281,10,2072,180,"223De06","South-Central Interior Mesophytic Forest",81174,12
"178","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",5,5,3548,1,2072,120,"223Ba01","South-Central Interior Mesophytic Forest",115422,3
"179","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",52,52,2152,3,2072,120,"223Ba03","South-Central Interior Mesophytic Forest",33628,6
"180","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",126,126,3043,4,2072,120,"223Ba04","South-Central Interior Mesophytic Forest",55008,5
"181","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",155,155,2909,2,2072,120,"223Ba02","South-Central Interior Mesophytic Forest",71316,4
"182","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",233,233,18055,5,2072,120,"223De01","South-Central Interior Mesophytic Forest",386959,4
"183","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",287,287,1545,7,2072,120,"223De03","South-Central Interior Mesophytic Forest",42969,3
"184","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",341,341,1247,6,2072,120,"223De02","South-Central Interior Mesophytic Forest",27375,4
"185","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",406,406,4776,8,2072,120,"223De04","South-Central Interior Mesophytic Forest",88127,5
"186","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",438,438,6374,9,2072,120,"223De05","South-Central Interior Mesophytic Forest",117298,5
"187","13210_47_48_53_57_Developed","13210_47_48_53_57","Developed",0,"South-Central Interior Mesophytic Forest",482,482,4035,10,2072,120,"223De06","South-Central Interior Mesophytic Forest",81174,4
"188","13210_47_48_53_57_Water","13210_47_48_53_57","Water",0,"South-Central Interior Mesophytic Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",39,39,169,1,2072,6,"223Ba01","South-Central Interior Mesophytic Forest",115422,0
"190","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",65,65,41,3,2072,6,"223Ba03","South-Central Interior Mesophytic Forest",33628,0
"191","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",121,121,101,4,2072,6,"223Ba04","South-Central Interior Mesophytic Forest",55008,0
"192","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",192,192,11,2,2072,6,"223Ba02","South-Central Interior Mesophytic Forest",71316,0
"193","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",271,271,186,5,2072,6,"223De01","South-Central Interior Mesophytic Forest",386959,0
"194","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",314,314,16,7,2072,6,"223De03","South-Central Interior Mesophytic Forest",42969,0
"195","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",370,370,5,6,2072,6,"223De02","South-Central Interior Mesophytic Forest",27375,0
"196","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",425,425,28,8,2072,6,"223De04","South-Central Interior Mesophytic Forest",88127,0
"197","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",457,457,34,9,2072,6,"223De05","South-Central Interior Mesophytic Forest",117298,0
"198","13210_47_48_53_57_UN","13210_47_48_53_57","UN",0,"South-Central Interior Mesophytic Forest",523,523,54,10,2072,6,"223De06","South-Central Interior Mesophytic Forest",81174,0
"199","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",6,6,2825,1,2072,7,"223Ba01","South-Central Interior Mesophytic Forest",115422,2
"200","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",59,59,4235,3,2072,7,"223Ba03","South-Central Interior Mesophytic Forest",33628,12
"201","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",135,135,2364,4,2072,7,"223Ba04","South-Central Interior Mesophytic Forest",55008,4
"202","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",156,156,2769,2,2072,7,"223Ba02","South-Central Interior Mesophytic Forest",71316,3
"203","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",239,239,25571,5,2072,7,"223De01","South-Central Interior Mesophytic Forest",386959,6
"204","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",277,277,1103,7,2072,7,"223De03","South-Central Interior Mesophytic Forest",42969,2
"205","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",331,331,797,6,2072,7,"223De02","South-Central Interior Mesophytic Forest",27375,2
"206","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",393,393,4782,8,2072,7,"223De04","South-Central Interior Mesophytic Forest",88127,5
"207","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",439,439,8469,9,2072,7,"223De05","South-Central Interior Mesophytic Forest",117298,7
"208","13210_47_48_53_57_UE","13210_47_48_53_57","UE",0,"South-Central Interior Mesophytic Forest",485,485,4362,10,2072,7,"223De06","South-Central Interior Mesophytic Forest",81174,5
"209","13260_47_A","13260_47","A",15,"South-Central Interior/Upper Coastal Plain Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","13260_47_B","13260_47","B",14,"South-Central Interior/Upper Coastal Plain Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","13260_47_C","13260_47","C",20,"South-Central Interior/Upper Coastal Plain Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","13260_47_D","13260_47","D",38,"South-Central Interior/Upper Coastal Plain Flatwoods",532,532,13,10,2074,4,"223De06","South-Central Interior/Upper Coastal Plain Flatwoods",29,44
"213","13260_47_E","13260_47","E",13,"South-Central Interior/Upper Coastal Plain Flatwoods",530,530,7,10,2074,5,"223De06","South-Central Interior/Upper Coastal Plain Flatwoods",29,24
"214","13260_47_Agriculture","13260_47","Agriculture",0,"South-Central Interior/Upper Coastal Plain Flatwoods",525,525,2,10,2074,180,"223De06","South-Central Interior/Upper Coastal Plain Flatwoods",29,6
"215","13260_47_Developed","13260_47","Developed",0,"South-Central Interior/Upper Coastal Plain Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","13260_47_Water","13260_47","Water",0,"South-Central Interior/Upper Coastal Plain Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","13260_47_UN","13260_47","UN",0,"South-Central Interior/Upper Coastal Plain Flatwoods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","13260_47_UE","13260_47","UE",0,"South-Central Interior/Upper Coastal Plain Flatwoods",531,531,7,10,2074,7,"223De06","South-Central Interior/Upper Coastal Plain Flatwoods",29,24
"219","13530_47_A","13530_47","A",15,"Southern Appalachian Low-Elevation Pine Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","13530_47_B","13530_47","B",3,"Southern Appalachian Low-Elevation Pine Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","13530_47_C","13530_47","C",36,"Southern Appalachian Low-Elevation Pine Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","13530_47_D","13530_47","D",43,"Southern Appalachian Low-Elevation Pine Forest",308,308,7,7,2076,4,"223De03","Southern Appalachian Low-Elevation Pine Forest",99,7
"223","13530_47_D","13530_47","D",43,"Southern Appalachian Low-Elevation Pine Forest",360,360,2,6,2076,4,"223De02","Southern Appalachian Low-Elevation Pine Forest",36,5
"224","13530_47_D","13530_47","D",43,"Southern Appalachian Low-Elevation Pine Forest",445,445,3,8,2076,4,"223De04","Southern Appalachian Low-Elevation Pine Forest",8,37
"225","13530_47_D","13530_47","D",43,"Southern Appalachian Low-Elevation Pine Forest",545,545,2,10,2076,4,"223De06","Southern Appalachian Low-Elevation Pine Forest",48,4
"226","13530_47_E","13530_47","E",3,"Southern Appalachian Low-Elevation Pine Forest",309,309,58,7,2076,5,"223De03","Southern Appalachian Low-Elevation Pine Forest",99,58
"227","13530_47_E","13530_47","E",3,"Southern Appalachian Low-Elevation Pine Forest",353,353,20,5,2076,5,"223De01","Southern Appalachian Low-Elevation Pine Forest",22,90
"228","13530_47_E","13530_47","E",3,"Southern Appalachian Low-Elevation Pine Forest",374,374,12,6,2076,5,"223De02","Southern Appalachian Low-Elevation Pine Forest",36,33
"229","13530_47_E","13530_47","E",3,"Southern Appalachian Low-Elevation Pine Forest",526,526,8,9,2076,5,"223De05","Southern Appalachian Low-Elevation Pine Forest",12,66
"230","13530_47_E","13530_47","E",3,"Southern Appalachian Low-Elevation Pine Forest",536,536,39,10,2076,5,"223De06","Southern Appalachian Low-Elevation Pine Forest",48,81
"231","13530_47_Agriculture","13530_47","Agriculture",0,"Southern Appalachian Low-Elevation Pine Forest",312,312,31,7,2076,180,"223De03","Southern Appalachian Low-Elevation Pine Forest",99,31
"232","13530_47_Agriculture","13530_47","Agriculture",0,"Southern Appalachian Low-Elevation Pine Forest",352,352,15,6,2076,180,"223De02","Southern Appalachian Low-Elevation Pine Forest",36,41
"233","13530_47_Agriculture","13530_47","Agriculture",0,"Southern Appalachian Low-Elevation Pine Forest",538,538,2,10,2076,180,"223De06","Southern Appalachian Low-Elevation Pine Forest",48,4
"234","13530_47_Developed","13530_47","Developed",0,"Southern Appalachian Low-Elevation Pine Forest",348,348,1,7,2076,120,"223De03","Southern Appalachian Low-Elevation Pine Forest",99,1
"235","13530_47_Developed","13530_47","Developed",0,"Southern Appalachian Low-Elevation Pine Forest",354,354,3,6,2076,120,"223De02","Southern Appalachian Low-Elevation Pine Forest",36,8
"236","13530_47_Developed","13530_47","Developed",0,"Southern Appalachian Low-Elevation Pine Forest",446,446,5,8,2076,120,"223De04","Southern Appalachian Low-Elevation Pine Forest",8,62
"237","13530_47_Developed","13530_47","Developed",0,"Southern Appalachian Low-Elevation Pine Forest",547,547,1,10,2076,120,"223De06","Southern Appalachian Low-Elevation Pine Forest",48,2
"238","13530_47_Water","13530_47","Water",0,"Southern Appalachian Low-Elevation Pine Forest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","13530_47_UN","13530_47","UN",0,"Southern Appalachian Low-Elevation Pine Forest",546,546,1,10,2076,6,"223De06","Southern Appalachian Low-Elevation Pine Forest",48,2
"240","13530_47_UE","13530_47","UE",0,"Southern Appalachian Low-Elevation Pine Forest",317,317,2,7,2076,7,"223De03","Southern Appalachian Low-Elevation Pine Forest",99,2
"241","13530_47_UE","13530_47","UE",0,"Southern Appalachian Low-Elevation Pine Forest",355,355,4,6,2076,7,"223De02","Southern Appalachian Low-Elevation Pine Forest",36,11
"242","13530_47_UE","13530_47","UE",0,"Southern Appalachian Low-Elevation Pine Forest",365,365,2,5,2076,7,"223De01","Southern Appalachian Low-Elevation Pine Forest",22,9
"243","13530_47_UE","13530_47","UE",0,"Southern Appalachian Low-Elevation Pine Forest",534,534,4,9,2076,7,"223De05","Southern Appalachian Low-Elevation Pine Forest",12,33
"244","13530_47_UE","13530_47","UE",0,"Southern Appalachian Low-Elevation Pine Forest",549,549,3,10,2076,7,"223De06","Southern Appalachian Low-Elevation Pine Forest",48,6
"245","13630_47_53_A","13630_47_53","A",17,"Central Interior Highlands Dry Acidic Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","13630_47_53_B","13630_47_53","B",30,"Central Interior Highlands Dry Acidic Glade and Barrens",542,542,1,9,2078,2,"223De05","Central Interior Highlands Dry Acidic Glade and Barrens",439,0
"247","13630_47_53_C","13630_47_53","C",36,"Central Interior Highlands Dry Acidic Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","13630_47_53_D","13630_47_53","D",14,"Central Interior Highlands Dry Acidic Glade and Barrens",350,350,15,6,2078,4,"223De02","Central Interior Highlands Dry Acidic Glade and Barrens",825,1
"249","13630_47_53_D","13630_47_53","D",14,"Central Interior Highlands Dry Acidic Glade and Barrens",373,373,1,7,2078,4,"223De03","Central Interior Highlands Dry Acidic Glade and Barrens",72,1
"250","13630_47_53_D","13630_47_53","D",14,"Central Interior Highlands Dry Acidic Glade and Barrens",379,379,2,5,2078,4,"223De01","Central Interior Highlands Dry Acidic Glade and Barrens",245,0
"251","13630_47_53_D","13630_47_53","D",14,"Central Interior Highlands Dry Acidic Glade and Barrens",479,479,20,9,2078,4,"223De05","Central Interior Highlands Dry Acidic Glade and Barrens",439,4
"252","13630_47_53_D","13630_47_53","D",14,"Central Interior Highlands Dry Acidic Glade and Barrens",548,548,4,10,2078,4,"223De06","Central Interior Highlands Dry Acidic Glade and Barrens",163,2
"253","13630_47_53_E","13630_47_53","E",3,"Central Interior Highlands Dry Acidic Glade and Barrens",274,274,224,5,2078,5,"223De01","Central Interior Highlands Dry Acidic Glade and Barrens",245,91
"254","13630_47_53_E","13630_47_53","E",3,"Central Interior Highlands Dry Acidic Glade and Barrens",316,316,69,7,2078,5,"223De03","Central Interior Highlands Dry Acidic Glade and Barrens",72,95
"255","13630_47_53_E","13630_47_53","E",3,"Central Interior Highlands Dry Acidic Glade and Barrens",346,346,750,6,2078,5,"223De02","Central Interior Highlands Dry Acidic Glade and Barrens",825,90
"256","13630_47_53_E","13630_47_53","E",3,"Central Interior Highlands Dry Acidic Glade and Barrens",473,473,358,9,2078,5,"223De05","Central Interior Highlands Dry Acidic Glade and Barrens",439,81
"257","13630_47_53_E","13630_47_53","E",3,"Central Interior Highlands Dry Acidic Glade and Barrens",488,488,9,8,2078,5,"223De04","Central Interior Highlands Dry Acidic Glade and Barrens",9,100
"258","13630_47_53_E","13630_47_53","E",3,"Central Interior Highlands Dry Acidic Glade and Barrens",533,533,85,10,2078,5,"223De06","Central Interior Highlands Dry Acidic Glade and Barrens",163,52
"259","13630_47_53_Agriculture","13630_47_53","Agriculture",0,"Central Interior Highlands Dry Acidic Glade and Barrens",315,315,2,7,2078,180,"223De03","Central Interior Highlands Dry Acidic Glade and Barrens",72,2
"260","13630_47_53_Agriculture","13630_47_53","Agriculture",0,"Central Interior Highlands Dry Acidic Glade and Barrens",372,372,5,6,2078,180,"223De02","Central Interior Highlands Dry Acidic Glade and Barrens",825,0
"261","13630_47_53_Agriculture","13630_47_53","Agriculture",0,"Central Interior Highlands Dry Acidic Glade and Barrens",375,375,4,5,2078,180,"223De01","Central Interior Highlands Dry Acidic Glade and Barrens",245,1
"262","13630_47_53_Agriculture","13630_47_53","Agriculture",0,"Central Interior Highlands Dry Acidic Glade and Barrens",493,493,32,9,2078,180,"223De05","Central Interior Highlands Dry Acidic Glade and Barrens",439,7
"263","13630_47_53_Agriculture","13630_47_53","Agriculture",0,"Central Interior Highlands Dry Acidic Glade and Barrens",540,540,50,10,2078,180,"223De06","Central Interior Highlands Dry Acidic Glade and Barrens",163,30
"264","13630_47_53_Developed","13630_47_53","Developed",0,"Central Interior Highlands Dry Acidic Glade and Barrens",367,367,28,6,2078,120,"223De02","Central Interior Highlands Dry Acidic Glade and Barrens",825,3
"265","13630_47_53_Developed","13630_47_53","Developed",0,"Central Interior Highlands Dry Acidic Glade and Barrens",387,387,4,5,2078,120,"223De01","Central Interior Highlands Dry Acidic Glade and Barrens",245,1
"266","13630_47_53_Developed","13630_47_53","Developed",0,"Central Interior Highlands Dry Acidic Glade and Barrens",477,477,8,9,2078,120,"223De05","Central Interior Highlands Dry Acidic Glade and Barrens",439,1
"267","13630_47_53_Developed","13630_47_53","Developed",0,"Central Interior Highlands Dry Acidic Glade and Barrens",543,543,6,10,2078,120,"223De06","Central Interior Highlands Dry Acidic Glade and Barrens",163,3
"268","13630_47_53_Water","13630_47_53","Water",0,"Central Interior Highlands Dry Acidic Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","13630_47_53_UN","13630_47_53","UN",0,"Central Interior Highlands Dry Acidic Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","13630_47_53_UE","13630_47_53","UE",0,"Central Interior Highlands Dry Acidic Glade and Barrens",357,357,27,6,2078,7,"223De02","Central Interior Highlands Dry Acidic Glade and Barrens",825,3
"271","13630_47_53_UE","13630_47_53","UE",0,"Central Interior Highlands Dry Acidic Glade and Barrens",380,380,11,5,2078,7,"223De01","Central Interior Highlands Dry Acidic Glade and Barrens",245,4
"272","13630_47_53_UE","13630_47_53","UE",0,"Central Interior Highlands Dry Acidic Glade and Barrens",476,476,20,9,2078,7,"223De05","Central Interior Highlands Dry Acidic Glade and Barrens",439,4
"273","13630_47_53_UE","13630_47_53","UE",0,"Central Interior Highlands Dry Acidic Glade and Barrens",544,544,18,10,2078,7,"223De06","Central Interior Highlands Dry Acidic Glade and Barrens",163,11
"274","14010_43_44_47_48_53_A","14010_43_44_47_48_53","A",58,"Central Interior Highlands Calcareous Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","14010_43_44_47_48_53_B","14010_43_44_47_48_53","B",7,"Central Interior Highlands Calcareous Glade and Barrens",213,213,1,4,2079,2,"223Ba04","Central Interior Highlands Calcareous Glade and Barrens",67,1
"276","14010_43_44_47_48_53_C","14010_43_44_47_48_53","C",23,"Central Interior Highlands Calcareous Glade and Barrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","14010_43_44_47_48_53_D","14010_43_44_47_48_53","D",10,"Central Interior Highlands Calcareous Glade and Barrens",511,511,6,10,2079,4,"223De06","Central Interior Highlands Calcareous Glade and Barrens",20079,0
"278","14010_43_44_47_48_53_E","14010_43_44_47_48_53","E",2,"Central Interior Highlands Calcareous Glade and Barrens",102,102,1,1,2079,5,"223Ba01","Central Interior Highlands Calcareous Glade and Barrens",203,0
"279","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",33,33,8,1,2079,180,"223Ba01","Central Interior Highlands Calcareous Glade and Barrens",203,3
"280","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",122,122,6,4,2079,180,"223Ba04","Central Interior Highlands Calcareous Glade and Barrens",67,8
"281","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",181,181,7,3,2079,180,"223Ba03","Central Interior Highlands Calcareous Glade and Barrens",38,18
"282","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",219,219,9,2,2079,180,"223Ba02","Central Interior Highlands Calcareous Glade and Barrens",65,13
"283","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",254,254,86,5,2079,180,"223De01","Central Interior Highlands Calcareous Glade and Barrens",690,12
"284","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",299,299,26,7,2079,180,"223De03","Central Interior Highlands Calcareous Glade and Barrens",371,7
"285","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",377,377,4,6,2079,180,"223De02","Central Interior Highlands Calcareous Glade and Barrens",14,28
"286","14010_43_44_47_48_53_Agriculture","14010_43_44_47_48_53","Agriculture",0,"Central Interior Highlands Calcareous Glade and Barrens",410,410,1049,8,2079,180,"223De04","Central Interior Highlands Calcareous Glade and Barrens",3035,34
