OID_,Value,Count,Feature_hoos2,bps_aoi,evt_aoi,MAP_UNIT_SYMBOL,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
462,462,4,3,2079,7977,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Pasture and Hayland,Agricultural
463,463,8,2,2085,7927,223Ba02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Mixed Forest,Developed
464,464,2,3,2067,7291,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
465,465,2,3,2071,7975,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Close Grown Crop,Agricultural
466,466,13,4,2072,9317,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
467,467,3,1,2088,7457,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
468,468,2,3,2091,7908,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Urban Herbaceous,Developed
469,469,19,2,2088,7457,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
470,470,21,2,2067,7906,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Evergreen Forest,Developed
471,471,55,4,2085,7905,223Ba04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Deciduous Forest,Developed
472,472,359,4,2067,7977,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Pasture and Hayland,Agricultural
473,473,15,4,2067,7908,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Herbaceous,Developed
474,474,2,3,2070,7299,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Developed-Roads,Developed-Roads
475,475,4,3,2071,7925,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Developed Deciduous Forest,Developed
476,476,1,3,2071,7927,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Developed Mixed Forest,Developed
477,477,1,3,2071,7928,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Developed Shrubland,Developed
478,478,4,2,2085,9726,223Ba02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
479,479,1,3,2079,7905,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Deciduous Forest,Developed
480,480,9,2,2072,7457,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
481,481,1,3,2088,7925,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Deciduous Forest,Developed
482,482,1,3,2079,7925,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Deciduous Forest,Developed
483,483,1,3,2079,7929,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Herbaceous,Developed
484,484,18,2,2091,7321,223Ba02,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Mesophytic Forest,Hardwood
485,485,140,2,2088,7299,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Roads,Developed-Roads
486,486,241,2,2084,9224,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Forest,Riparian
487,487,49,2,2091,7299,223Ba02,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Developed-Roads,Developed-Roads
488,488,1,3,2071,7906,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Urban Evergreen Forest,Developed
489,489,1,3,2079,7927,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Mixed Forest,Developed
490,490,5,3,2079,9817,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Ruderal Meadow,Exotic Herbaceous
491,491,39,4,2072,7929,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Herbaceous,Developed
492,492,9,4,2072,7298,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-High Intensity,Developed-High Intensity
493,493,36,4,2072,7297,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-Medium Intensity,Developed-Medium Intensity
494,494,1,3,2072,7978,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Wheat,Agricultural
495,495,1,3,2088,7906,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Evergreen Forest,Developed
496,496,29,4,2072,7927,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Mixed Forest,Developed
497,497,68,4,2072,7925,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Deciduous Forest,Developed
498,498,1,2,2091,9317,223Ba02,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
499,499,1,2,2070,7905,223Ba02,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Eastern Cool Temperate Urban Deciduous Forest,Developed
500,500,40,2,2091,7974,223Ba02,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Row Crop,Agricultural
501,501,29,2,2067,7909,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Shrubland,Developed
502,502,285,2,2067,9817,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Meadow,Exotic Herbaceous
503,503,35,2,2072,7929,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Herbaceous,Developed
504,504,7,4,2067,7291,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
505,505,2996,2,2084,7974,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Row Crop,Agricultural
506,506,126,2,2088,9315,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Forest,Conifer-Hardwood
507,507,11,4,2067,7927,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Mixed Forest,Developed
508,508,5,2,2072,9726,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
509,509,31,2,2070,7305,223Ba02,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
510,510,9,2,2067,9224,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Small Stream and Riparian Forest,Riparian
511,511,26,4,2072,7906,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Evergreen Forest,Developed
512,512,38,2,2067,7907,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Mixed Forest,Developed
513,513,7,4,2072,7975,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Close Grown Crop,Agricultural
514,514,3,4,2084,7927,223Ba04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Mixed Forest,Developed
515,515,13,2,2072,9317,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
516,516,13,4,2084,7909,223Ba04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Shrubland,Developed
517,517,3,4,2084,7929,223Ba04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Herbaceous,Developed
518,518,1,4,2071,9315,223Ba04,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Northern & Central Native Ruderal Forest,Conifer-Hardwood
519,519,399,2,2071,7305,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
520,520,3,2,2070,9315,223Ba02,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Northern & Central Native Ruderal Forest,Conifer-Hardwood
521,521,75,2,2071,9315,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Northern & Central Native Ruderal Forest,Conifer-Hardwood
522,522,1,2,2072,7298,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-High Intensity,Developed-High Intensity
523,523,59,4,2072,7907,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Mixed Forest,Developed
524,524,107,2,2084,7905,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Deciduous Forest,Developed
525,525,2,3,2070,7296,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Developed-Low Intensity,Developed-Low Intensity
526,526,20,2,2072,7313,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,North-Central Interior Beech-Maple Forest,Hardwood
527,527,1,4,2067,7401,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
528,528,8,2,2079,7299,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Roads,Developed-Roads
529,529,88,2,2088,9817,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Meadow,Exotic Herbaceous
530,530,97,2,2071,7321,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,South-Central Interior Mesophytic Forest,Hardwood
531,531,8,3,2084,9726,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
532,532,17,2,2067,7927,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Mixed Forest,Developed
533,533,2,3,2091,7296,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Developed-Low Intensity,Developed-Low Intensity
534,534,1,3,2071,7929,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Developed Herbaceous,Developed
535,535,1,1,2084,7907,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Mixed Forest,Developed
536,536,15,2,2084,9726,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
537,537,1,3,2084,9318,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
538,538,1,4,2067,9723,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Large Floodplain Shrubland,Riparian
539,539,90,4,2067,7974,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Row Crop,Agricultural
540,540,28,3,2088,7974,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Row Crop,Agricultural
541,541,1,4,2085,7326,223Ba04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
542,542,9,4,2067,7297,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Medium Intensity,Developed-Medium Intensity
543,543,20,4,2079,7305,223Ba04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
544,544,4,3,2084,9725,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Herbaceous,Riparian
545,545,24,3,2084,9223,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Forest,Riparian
546,546,1,3,2088,7909,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Shrubland,Developed
547,547,1,3,2088,7908,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Herbaceous,Developed
548,548,3,3,2079,7974,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Row Crop,Agricultural
549,549,7,4,2067,7929,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Herbaceous,Developed
550,550,9,4,2079,7321,223Ba04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Mesophytic Forest,Hardwood
551,551,6,4,2070,7299,223Ba04,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Developed-Roads,Developed-Roads
552,552,3,2,2088,9318,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
553,553,2,4,2088,9317,223Ba04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
554,554,370,2,2088,7974,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Row Crop,Agricultural
555,555,9,2,2084,9318,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
556,556,1,3,2067,9725,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Large Floodplain Herbaceous,Riparian
557,557,7,3,2088,7976,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
558,558,4,4,2091,7299,223Ba04,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Developed-Roads,Developed-Roads
559,559,194,2,2088,7977,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Pasture and Hayland,Agricultural
560,560,1,3,2091,7925,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Developed Deciduous Forest,Developed
561,561,6,4,2071,7321,223Ba04,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,South-Central Interior Mesophytic Forest,Hardwood
562,562,945,2,2067,7974,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Row Crop,Agricultural
563,563,95,2,2091,7977,223Ba02,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Pasture and Hayland,Agricultural
564,564,6,2,2084,7297,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Medium Intensity,Developed-Medium Intensity
565,565,21,2,2084,7296,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Low Intensity,Developed-Low Intensity
566,566,4,2,2085,7929,223Ba02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Herbaceous,Developed
567,567,17,2,2085,7296,223Ba02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Low Intensity,Developed-Low Intensity
568,568,1,3,2091,7927,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Developed Mixed Forest,Developed
569,569,1,3,2071,7297,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Developed-Medium Intensity,Developed-Medium Intensity
570,570,17,2,2067,7929,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Herbaceous,Developed
571,571,23,2,2067,7908,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Herbaceous,Developed
572,572,6,2,2070,7321,223Ba02,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,South-Central Interior Mesophytic Forest,Hardwood
573,573,6,4,2091,7321,223Ba04,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Mesophytic Forest,Hardwood
574,574,1,3,2091,7975,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Close Grown Crop,Agricultural
575,575,6,2,2084,7313,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,North-Central Interior Beech-Maple Forest,Hardwood
576,576,3,1,2085,7927,223Ba01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Mixed Forest,Developed
577,577,9,2,2084,7929,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Herbaceous,Developed
578,578,11,2,2071,7905,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Urban Deciduous Forest,Developed
579,579,12,2,2084,7907,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Mixed Forest,Developed
580,580,4,2,2085,7297,223Ba02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Medium Intensity,Developed-Medium Intensity
581,581,18,2,2067,7313,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,North-Central Interior Beech-Maple Forest,Hardwood
582,582,6,2,2067,9317,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
583,583,3,2,2084,9317,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
584,584,33,1,2067,7976,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
585,585,11,2,2085,7313,223Ba02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,North-Central Interior Beech-Maple Forest,Hardwood
586,586,71,3,2085,9223,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Large Floodplain Forest,Riparian
587,587,10,4,2070,7321,223Ba04,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,South-Central Interior Mesophytic Forest,Hardwood
588,588,2,2,2088,7927,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Mixed Forest,Developed
589,589,9,1,2088,7976,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
590,590,63,1,2084,9318,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
591,591,3,2,2072,7978,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Wheat,Agricultural
592,592,2,2,2079,7296,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity
593,593,1,3,2072,9725,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Large Floodplain Herbaceous,Riparian
594,594,1,3,2067,9317,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
595,595,18,2,2084,7908,223Ba02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Herbaceous,Developed
596,596,43,2,2071,9817,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Northern & Central Ruderal Meadow,Exotic Herbaceous
597,597,14,1,2091,9223,223Ba01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Large Floodplain Forest,Riparian
598,598,1,1,2079,7908,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Herbaceous,Developed
599,599,15,4,2070,7305,223Ba04,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
600,600,1,1,2079,7907,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Mixed Forest,Developed
601,601,2,2,2067,7928,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Shrubland,Developed
602,602,2,4,2091,7977,223Ba04,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Pasture and Hayland,Agricultural
603,603,21,1,2088,9318,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
604,604,1,3,2088,7907,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Mixed Forest,Developed
605,605,1,2,2079,7908,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Herbaceous,Developed
606,606,1,4,2079,9723,223Ba04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Large Floodplain Shrubland,Riparian
607,607,14,2,2079,7305,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
608,608,62,2,2071,7299,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Developed-Roads,Developed-Roads
609,609,2,4,2070,9817,223Ba04,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Northern & Central Ruderal Meadow,Exotic Herbaceous
610,610,1,2,2079,7905,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Deciduous Forest,Developed
611,611,1,2,2067,7978,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Wheat,Agricultural
612,612,8,2,2071,7296,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Developed-Low Intensity,Developed-Low Intensity
613,613,171,2,2072,7976,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
614,614,163,2,2071,7974,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Row Crop,Agricultural
615,615,253,2,2071,7977,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Pasture and Hayland,Agricultural
616,616,9,2,2079,9817,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Ruderal Meadow,Exotic Herbaceous
617,617,1,1,2079,7925,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Deciduous Forest,Developed
618,618,6,2,2079,7321,223Ba02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Mesophytic Forest,Hardwood
619,619,117,2,2067,7976,223Ba02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
