OID_,Value,Count,Feature_hoos2,bps_aoi,evt_aoi,MAP_UNIT_SYMBOL,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
1542,1542,59,10,2067,7925,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Deciduous Forest,Developed
1543,1543,1083,10,2085,7305,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
1544,1544,31,9,2078,7977,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,Eastern Cool Temperate Pasture and Hayland,Agricultural
1545,1545,630,10,2084,9315,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1546,1546,19,9,2079,7908,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Herbaceous,Developed
1547,1547,3155,10,2085,7321,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Mesophytic Forest,Hardwood
1548,1548,423,10,2088,7974,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Row Crop,Agricultural
1549,1549,339,10,2088,7977,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Pasture and Hayland,Agricultural
1550,1550,3730,10,11,7292,223De06,,Open Water,0,0,0,0,Open Water,Open Water
1551,1551,71,10,2067,7929,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Herbaceous,Developed
1552,1552,8,10,2088,7908,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Herbaceous,Developed
1553,1553,193,10,2088,9817,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Meadow,Exotic Herbaceous
1554,1554,182,10,2067,7907,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Mixed Forest,Developed
1555,1555,7641,10,2079,7305,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
1556,1556,3,9,2072,7978,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Wheat,Agricultural
1557,1557,345,10,2088,9315,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1558,1558,1,9,2084,7927,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Mixed Forest,Developed
1559,1559,1923,10,2088,7321,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Mesophytic Forest,Hardwood
1560,1560,870,10,2072,7905,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Deciduous Forest,Developed
1561,1561,40,10,2072,7401,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
1562,1562,396,10,2085,9315,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1563,1563,106,10,2067,7906,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Evergreen Forest,Developed
1564,1564,23,10,2072,7906,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Evergreen Forest,Developed
1565,1565,142,10,2067,7296,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Low Intensity,Developed-Low Intensity
1566,1566,7,9,2084,7907,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Mixed Forest,Developed
1567,1567,38,10,2079,7907,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Mixed Forest,Developed
1568,1568,38,10,2067,7297,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Medium Intensity,Developed-Medium Intensity
1569,1569,463,10,2085,9817,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Meadow,Exotic Herbaceous
1570,1570,3,9,2072,7928,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Shrubland,Developed
1571,1571,10,10,2067,7457,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1572,1572,87,10,2067,9317,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1573,1573,145,10,2084,7905,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Deciduous Forest,Developed
1574,1574,49,10,2072,7907,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Mixed Forest,Developed
1575,1575,497,10,2084,7299,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Roads,Developed-Roads
1576,1576,149,10,2072,7908,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Herbaceous,Developed
1577,1577,463,10,2067,7976,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1578,1578,15,9,2088,7976,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1579,1579,212,10,2085,7299,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Roads,Developed-Roads
1580,1580,962,10,2085,7974,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Row Crop,Agricultural
1581,1581,123,10,2085,7905,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Deciduous Forest,Developed
1582,1582,181,10,2088,7299,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Roads,Developed-Roads
1583,1583,2,8,2084,7457,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1584,1584,2,10,2085,7925,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Deciduous Forest,Developed
1585,1585,3,9,2072,7291,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
1586,1586,436,10,2084,9817,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Meadow,Exotic Herbaceous
1587,1587,26,8,2088,9725,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Large Floodplain Herbaceous,Riparian
1588,1588,34,10,2072,9317,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1589,1589,176,10,2072,7909,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Shrubland,Developed
1590,1590,164,10,2072,7296,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-Low Intensity,Developed-Low Intensity
1591,1591,13,10,2088,9224,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Small Stream and Riparian Forest,Riparian
1592,1592,478,10,2085,9224,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Small Stream and Riparian Forest,Riparian
1593,1593,384,10,2088,9223,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Large Floodplain Forest,Riparian
1594,1594,7,8,2079,9223,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Large Floodplain Forest,Riparian
1595,1595,856,10,2085,9223,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Large Floodplain Forest,Riparian
1596,1596,4,10,2088,9317,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1597,1597,25,10,2088,7457,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1598,1598,4,10,2079,7457,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1599,1599,1284,10,2072,9817,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Meadow,Exotic Herbaceous
1600,1600,142,10,2084,7976,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1601,1601,203,10,2072,9223,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Large Floodplain Forest,Riparian
1602,1602,175,10,2067,9223,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Large Floodplain Forest,Riparian
1603,1603,23,10,2067,7927,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Mixed Forest,Developed
1604,1604,467,10,2084,7974,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Row Crop,Agricultural
1605,1605,1436,10,2084,9223,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Forest,Riparian
1606,1606,587,10,2085,7977,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Pasture and Hayland,Agricultural
1607,1607,8,8,2084,9725,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Herbaceous,Riparian
1608,1608,20,10,2085,7909,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Shrubland,Developed
1609,1609,1,8,2067,7291,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
1610,1610,11,10,2088,7401,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
1611,1611,12,10,2085,7401,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
1612,1612,10,10,2085,7908,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Herbaceous,Developed
1613,1613,578,10,2079,9817,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Ruderal Meadow,Exotic Herbaceous
1614,1614,46,10,2084,7401,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
1615,1615,9,9,2078,9817,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,Northern & Central Ruderal Meadow,Exotic Herbaceous
1616,1616,654,10,2084,7977,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Pasture and Hayland,Agricultural
1617,1617,2,8,2088,7927,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Mixed Forest,Developed
1618,1618,1,9,2078,7909,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,Eastern Cool Temperate Urban Shrubland,Developed
1619,1619,1,9,2078,7974,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,Eastern Cool Temperate Row Crop,Agricultural
1620,1620,375,10,2079,7974,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Row Crop,Agricultural
1621,1621,11,9,2079,7929,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Herbaceous,Developed
1622,1622,13,9,2085,7929,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Herbaceous,Developed
1623,1623,49,10,2088,7976,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1624,1624,4,10,2067,7975,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Close Grown Crop,Agricultural
1625,1625,147,10,2085,7976,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1626,1626,46,10,2072,7925,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Deciduous Forest,Developed
1627,1627,1,8,2079,7906,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Evergreen Forest,Developed
1628,1628,8,10,2085,9317,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1629,1629,76,10,2072,7929,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Herbaceous,Developed
1630,1630,58,10,2088,7905,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Deciduous Forest,Developed
1631,1631,1296,10,2079,7977,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Pasture and Hayland,Agricultural
1632,1632,458,10,2079,7299,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Roads,Developed-Roads
1633,1633,1,9,2072,7363,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Central Interior Highlands Dry Acidic Glade and Barrens,Conifer-Hardwood
1634,1634,20,8,2085,9725,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Large Floodplain Herbaceous,Riparian
1635,1635,256,10,2079,7905,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Deciduous Forest,Developed
1636,1636,12,10,2079,7925,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Deciduous Forest,Developed
1637,1637,34,10,2079,7908,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Herbaceous,Developed
1638,1638,2160,10,2079,9315,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1639,1639,1,10,2067,7298,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-High Intensity,Developed-High Intensity
1640,1640,54,10,2072,7297,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-Medium Intensity,Developed-Medium Intensity
1641,1641,6937,10,2079,7321,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Mesophytic Forest,Hardwood
1642,1642,35,10,2079,7296,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity
1643,1643,1,8,2088,7907,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Mixed Forest,Developed
1644,1644,50,10,2079,7976,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1645,1645,13,8,2072,9725,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Large Floodplain Herbaceous,Riparian
1646,1646,6,10,2088,7927,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Mixed Forest,Developed
1647,1647,11,10,2084,7929,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Developed Herbaceous,Developed
1648,1648,16,10,2084,7909,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Shrubland,Developed
1649,1649,3,9,2072,7401,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood
1650,1650,8,10,2084,7907,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Mixed Forest,Developed
1651,1651,8,9,2067,7928,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Shrubland,Developed
1652,1652,3,9,2067,7978,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Wheat,Agricultural
1653,1653,8,8,2072,7326,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1654,1654,2,10,2079,7975,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Close Grown Crop,Agricultural
1655,1655,39,9,2079,7905,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Deciduous Forest,Developed
1656,1656,3,8,2078,7305,223De04,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,29,16,7,4,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
1657,1657,28,10,2079,7909,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Shrubland,Developed
1658,1658,207,10,2084,9725,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Herbaceous,Riparian
1659,1659,12,10,2084,7457,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1660,1660,2,10,2085,7457,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1661,1661,93,10,2088,9725,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Large Floodplain Herbaceous,Riparian
1662,1662,35,10,2085,9725,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Large Floodplain Herbaceous,Riparian
1663,1663,1,8,2084,9314,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1664,1664,1,8,2088,9314,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1665,1665,26,10,2072,7927,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Mixed Forest,Developed
1666,1666,5,9,2072,7457,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
1667,1667,10,10,2067,9725,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Large Floodplain Herbaceous,Riparian
1668,1668,2,9,2072,9318,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1669,1669,25,10,2072,7975,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Close Grown Crop,Agricultural
1670,1670,1,9,2084,9318,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1671,1671,2,9,2079,9224,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Small Stream and Riparian Forest,Riparian
1672,1672,36,10,2072,9725,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Large Floodplain Herbaceous,Riparian
1673,1673,42,9,2072,7326,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1674,1674,6,10,2088,7909,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Shrubland,Developed
1675,1675,1,10,2072,9726,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
1676,1676,1,10,2085,7929,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Herbaceous,Developed
1677,1677,11,10,2088,7326,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1678,1678,22,9,2067,7326,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1679,1679,7,10,2072,7326,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1680,1680,21,10,2067,7326,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1681,1681,9,9,2084,7326,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
1682,1682,3,10,2088,7906,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Evergreen Forest,Developed
1683,1683,5,9,2088,7909,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Shrubland,Developed
1684,1684,1,9,2079,9726,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
1685,1685,2,10,2074,7974,223De06,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,187,182,5,5,Eastern Cool Temperate Row Crop,Agricultural
1686,1686,13,10,2088,7296,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Low Intensity,Developed-Low Intensity
1687,1687,5,10,2088,7925,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Deciduous Forest,Developed
1688,1688,3,10,2085,7297,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Medium Intensity,Developed-Medium Intensity
1689,1689,2,10,2085,7296,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Low Intensity,Developed-Low Intensity
1690,1690,3,9,2088,7291,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
1691,1691,4,9,2088,9314,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1692,1692,5,9,2079,7976,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1693,1693,3,9,2079,7297,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Medium Intensity,Developed-Medium Intensity
1694,1694,25,9,2079,7909,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Shrubland,Developed
1695,1695,16,9,2079,7296,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity
1696,1696,4,9,2084,7297,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Medium Intensity,Developed-Medium Intensity
1697,1697,3,10,2079,9725,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Large Floodplain Herbaceous,Riparian
