OID_,Value,Count,Feature_hoos2,bps_aoi,scls_aoi,MAP_UNIT_SYMBOL,BPS_MODEL,BPS_NAME,LABEL
221,221,24.000000000000000,2,2088,6,223Ba02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
222,222,2.000000000000000,4,2091,7,223Ba04,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,UE
223,223,1.000000000000000,4,2072,4,223Ba04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
224,224,3.000000000000000,2,2072,4,223Ba02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
225,225,1.000000000000000,4,2085,4,223Ba04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
226,226,1.000000000000000,4,2067,4,223Ba04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
227,227,6.000000000000000,1,2070,180,223Ba01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Agriculture
228,228,1.000000000000000,2,2071,2,223Ba02,13130_47_50_51,North-Central Interior Beech-Maple Forest,B
229,229,1.000000000000000,4,2070,180,223Ba04,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Agriculture
230,230,1.000000000000000,1,2081,7,223Ba01,14180_47,Pennyroyal Karst Plain Prairie and Barrens,UE
231,231,1.000000000000000,1,2081,120,223Ba01,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Developed
232,232,2.000000000000000,4,2071,120,223Ba04,13130_47_50_51,North-Central Interior Beech-Maple Forest,Developed
233,233,18055.000000000000000,5,2072,120,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
234,234,88371.000000000000000,5,2067,3,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
235,235,300563.000000000000000,5,2072,2,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
236,236,970.000000000000000,5,2088,7,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
237,237,127.000000000000000,5,2088,6,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
238,238,8880.000000000000000,5,2088,3,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
239,239,25571.000000000000000,5,2072,7,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
240,240,38170.000000000000000,5,2072,180,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
241,241,15316.000000000000000,5,2067,7,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
242,242,17651.000000000000000,5,2067,180,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
243,243,1184.000000000000000,5,2072,1,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
244,244,7526.000000000000000,5,2067,120,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
245,245,7898.000000000000000,5,2084,3,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
246,246,1525.000000000000000,5,2084,2,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
247,247,20376.000000000000000,5,2085,2,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
248,248,3214.000000000000000,5,2072,3,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
249,249,65.000000000000000,5,2079,120,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
250,250,422.000000000000000,5,2079,6,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
251,251,117.000000000000000,5,2079,7,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
252,252,69.000000000000000,5,2067,1,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
253,253,1321.000000000000000,5,2088,180,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
254,254,86.000000000000000,5,2079,180,223De01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
255,255,4637.000000000000000,5,2085,3,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
256,256,514.000000000000000,5,2067,5,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
257,257,9389.000000000000000,5,2085,180,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
258,258,1.000000000000000,5,2091,2,223De01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,B
259,259,2731.000000000000000,5,2085,120,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
260,260,2676.000000000000000,5,2085,7,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
261,261,521.000000000000000,5,2085,1,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
262,262,1886.000000000000000,5,2084,180,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
263,263,42.000000000000000,5,2088,2,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,B
264,264,1168.000000000000000,5,2084,7,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
265,265,508.000000000000000,5,2084,6,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
266,266,663.000000000000000,5,2088,120,223De01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
267,267,1.000000000000000,5,2070,3,223De01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,C
268,268,12.000000000000000,5,2084,1,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,A
269,269,926.000000000000000,5,2084,120,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
270,270,8560.000000000000000,5,11,111,223De01,,Open Water,Water
271,271,186.000000000000000,5,2072,6,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
272,272,28.000000000000000,5,2084,4,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
273,273,26.000000000000000,5,2084,5,223De01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
274,274,224.000000000000000,5,2078,5,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,E
275,275,136.000000000000000,5,2085,5,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
276,276,37678.000000000000000,7,2072,2,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
277,277,1103.000000000000000,7,2072,7,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
278,278,12032.000000000000000,7,2067,3,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
279,279,1411.000000000000000,7,2067,180,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
280,280,2124.000000000000000,7,2072,180,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
281,281,959.000000000000000,7,2067,7,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
282,282,7.000000000000000,7,2067,1,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
283,283,484.000000000000000,7,2072,3,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
284,284,869.000000000000000,7,2067,120,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
285,285,1041.000000000000000,7,2088,3,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
286,286,137.000000000000000,7,2067,5,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
287,287,1545.000000000000000,7,2072,120,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
288,288,3011.000000000000000,7,2085,2,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
289,289,18.000000000000000,7,2072,1,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
290,290,561.000000000000000,7,2085,3,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
291,291,910.000000000000000,7,2084,3,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
292,292,214.000000000000000,7,2085,7,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
293,293,477.000000000000000,7,2084,2,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
294,294,69.000000000000000,7,2084,7,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
295,295,1185.000000000000000,7,2085,180,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
296,296,89.000000000000000,7,2084,180,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
297,297,395.000000000000000,7,11,111,223De03,,Open Water,Water
298,298,324.000000000000000,7,2079,6,223De03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
299,299,26.000000000000000,7,2079,180,223De03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
300,300,101.000000000000000,7,2088,180,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
301,301,37.000000000000000,7,2088,7,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
302,302,16.000000000000000,5,2072,4,223De01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
303,303,13.000000000000000,7,2079,7,223De03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
304,304,48.000000000000000,7,2088,120,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
305,305,234.000000000000000,7,2085,120,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
306,306,5.000000000000000,7,2088,6,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
307,307,16.000000000000000,7,2084,6,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
308,308,7.000000000000000,7,2076,4,223De03,13530_47,Southern Appalachian Low-Elevation Pine Forest,D
309,309,58.000000000000000,7,2076,5,223De03,13530_47,Southern Appalachian Low-Elevation Pine Forest,E
310,310,8.000000000000000,7,2079,120,223De03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
311,311,125.000000000000000,7,2084,120,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
312,312,31.000000000000000,7,2076,180,223De03,13530_47,Southern Appalachian Low-Elevation Pine Forest,Agriculture
313,313,3.000000000000000,7,2084,4,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
314,314,16.000000000000000,7,2072,6,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
315,315,2.000000000000000,7,2078,180,223De03,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
316,316,69.000000000000000,7,2078,5,223De03,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,E
317,317,2.000000000000000,7,2076,7,223De03,13530_47,Southern Appalachian Low-Elevation Pine Forest,UE
318,318,1.000000000000000,7,2088,2,223De03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,B
319,319,27.000000000000000,7,2085,5,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
320,320,3.000000000000000,7,2084,5,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
321,321,1.000000000000000,7,2084,1,223De03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,A
322,322,22296.000000000000000,6,2072,2,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
323,323,2578.000000000000000,6,2072,180,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
324,324,450.000000000000000,6,2072,3,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
325,325,709.000000000000000,6,2084,3,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
326,326,14731.000000000000000,6,2067,3,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
327,327,2191.000000000000000,6,2085,2,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
328,328,263.000000000000000,6,2067,5,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
329,329,404.000000000000000,6,2088,3,223De02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
330,330,1711.000000000000000,6,2067,180,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
331,331,797.000000000000000,6,2072,7,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
332,332,31.000000000000000,6,2085,5,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
333,333,149.000000000000000,6,2084,2,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
334,334,150.000000000000000,6,2088,180,223De02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
335,335,64.000000000000000,6,2088,7,223De02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
336,336,211.000000000000000,6,2085,7,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
337,337,1.000000000000000,6,2072,4,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
338,338,2.000000000000000,6,2088,6,223De02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
339,339,320.000000000000000,6,11,111,223De02,,Open Water,Water
340,340,1443.000000000000000,6,2067,7,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
341,341,1247.000000000000000,6,2072,120,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
342,342,372.000000000000000,6,2085,120,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
343,343,149.000000000000000,6,2084,120,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
344,344,1175.000000000000000,6,2067,120,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
345,345,60.000000000000000,6,2088,120,223De02,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
346,346,750.000000000000000,6,2078,5,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,E
347,347,294.000000000000000,6,2085,3,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
348,348,1.000000000000000,7,2076,120,223De03,13530_47,Southern Appalachian Low-Elevation Pine Forest,Developed
349,349,1236.000000000000000,6,2085,180,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
350,350,15.000000000000000,6,2078,4,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
351,351,411.000000000000000,6,2084,180,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
352,352,15.000000000000000,6,2076,180,223De02,13530_47,Southern Appalachian Low-Elevation Pine Forest,Agriculture
353,353,20.000000000000000,5,2076,5,223De01,13530_47,Southern Appalachian Low-Elevation Pine Forest,E
354,354,3.000000000000000,6,2076,120,223De02,13530_47,Southern Appalachian Low-Elevation Pine Forest,Developed
355,355,4.000000000000000,6,2076,7,223De02,13530_47,Southern Appalachian Low-Elevation Pine Forest,UE
356,356,14.000000000000000,6,2085,1,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
357,357,27.000000000000000,6,2078,7,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,UE
358,358,3.000000000000000,6,2079,7,223De02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
359,359,6.000000000000000,6,2079,120,223De02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
360,360,2.000000000000000,6,2076,4,223De02,13530_47,Southern Appalachian Low-Elevation Pine Forest,D
361,361,55.000000000000000,6,2084,7,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
362,362,16.000000000000000,6,2084,6,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
363,363,56.000000000000000,7,2085,1,223De03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
364,364,1.000000000000000,7,2067,4,223De03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
365,365,2.000000000000000,5,2076,7,223De01,13530_47,Southern Appalachian Low-Elevation Pine Forest,UE
366,366,2.000000000000000,6,2067,4,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
367,367,28.000000000000000,6,2078,120,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Developed
368,368,9.000000000000000,6,2084,5,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
369,369,2.000000000000000,6,2084,4,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
370,370,5.000000000000000,6,2072,6,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
371,371,1.000000000000000,6,2070,7,223De02,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,UE
372,372,5.000000000000000,6,2078,180,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
373,373,1.000000000000000,7,2078,4,223De03,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
374,374,12.000000000000000,6,2076,5,223De02,13530_47,Southern Appalachian Low-Elevation Pine Forest,E
375,375,4.000000000000000,5,2078,180,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
376,376,1.000000000000000,7,2072,4,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
377,377,4.000000000000000,6,2079,180,223De02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
378,378,8.000000000000000,6,2067,1,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
379,379,2.000000000000000,5,2078,4,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
380,380,11.000000000000000,5,2078,7,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,UE
381,381,7.000000000000000,5,2085,4,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
382,382,1.000000000000000,6,2079,6,223De02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
383,383,1.000000000000000,5,2070,7,223De01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,UE
384,384,1.000000000000000,6,2072,1,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
385,385,1.000000000000000,6,2085,4,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
386,386,8.000000000000000,5,2091,180,223De01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Agriculture
387,387,4.000000000000000,5,2078,120,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Developed
388,388,16.000000000000000,5,2067,4,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
389,389,1.000000000000000,5,2070,120,223De01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Developed
390,390,7212.000000000000000,8,2085,2,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
391,391,4437.000000000000000,8,2084,3,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
392,392,67957.000000000000000,8,2072,2,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
393,393,4782.000000000000000,8,2072,7,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
394,394,1933.000000000000000,8,2088,3,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
395,395,2193.000000000000000,8,2085,3,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
396,396,511.000000000000000,8,2072,3,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
397,397,46146.000000000000000,8,2067,3,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
398,398,157.000000000000000,8,2084,6,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
399,399,7229.000000000000000,8,2067,7,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
400,400,1473.000000000000000,8,2079,6,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
401,401,437.000000000000000,8,2088,180,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
402,402,3455.000000000000000,8,11,111,223De04,,Open Water,Water
403,403,10.000000000000000,8,2067,1,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
404,404,363.000000000000000,8,2084,2,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
405,405,69.000000000000000,8,2085,1,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
406,406,4776.000000000000000,8,2072,120,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
407,407,181.000000000000000,8,2084,7,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
408,408,1257.000000000000000,8,2085,180,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
409,409,9989.000000000000000,8,2072,180,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
410,410,1049.000000000000000,8,2079,180,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
411,411,556.000000000000000,8,2085,7,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
412,412,8621.000000000000000,8,2067,180,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
413,413,14.000000000000000,8,2084,4,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
414,414,150.000000000000000,8,2067,5,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
415,415,3428.000000000000000,8,2067,120,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
416,416,262.000000000000000,8,2088,7,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
417,417,189.000000000000000,8,2088,120,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
418,418,706.000000000000000,8,2085,120,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
419,419,224.000000000000000,8,2084,120,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
420,420,269.000000000000000,8,2079,120,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
421,421,246.000000000000000,8,2084,180,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
422,422,6.000000000000000,8,2072,4,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
423,423,3.000000000000000,8,2084,5,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
424,424,22.000000000000000,8,2085,5,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
425,425,28.000000000000000,8,2072,6,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
426,426,78.000000000000000,8,2072,1,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
427,427,42.000000000000000,8,2088,6,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
428,428,3.000000000000000,8,2067,4,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
429,429,244.000000000000000,8,2079,7,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
430,430,1.000000000000000,8,2085,4,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
431,431,20528.000000000000000,9,2072,180,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
432,432,21509.000000000000000,9,2067,180,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
433,433,101761.000000000000000,9,2067,3,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
434,434,81295.000000000000000,9,2072,2,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
435,435,12786.000000000000000,9,2067,7,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
436,436,396.000000000000000,9,2072,3,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
437,437,7534.000000000000000,9,2067,120,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
438,438,6374.000000000000000,9,2072,120,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
439,439,8469.000000000000000,9,2072,7,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
440,440,5499.000000000000000,9,2085,2,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
441,441,1219.000000000000000,9,2088,3,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
442,442,1553.000000000000000,9,2079,6,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
443,443,1655.000000000000000,9,2085,3,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
444,444,6178.000000000000000,9,2084,3,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
445,445,3.000000000000000,8,2076,4,223De04,13530_47,Southern Appalachian Low-Elevation Pine Forest,D
446,446,5.000000000000000,8,2076,120,223De04,13530_47,Southern Appalachian Low-Elevation Pine Forest,Developed
447,447,569.000000000000000,9,2084,2,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
448,448,404.000000000000000,9,2088,7,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
449,449,19.000000000000000,9,2085,5,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
450,450,1242.000000000000000,9,2085,7,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
451,451,171.000000000000000,9,2067,5,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
452,452,805.000000000000000,9,2084,7,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
453,453,682.000000000000000,9,2084,120,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
454,454,918.000000000000000,9,2085,120,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
